ID,Sex,Marital status,Age,Income,Settlement size,Education_highschool,Education_other_unknown,Education_university,Occupation_skilledemployee_official,Occupation_unemployed_unskilled
1199,0,0,32,114617,1,True,False,False,False,False
1200,0,0,35,182822,2,True,False,False,False,False
1201,0,1,26,177215,2,True,False,False,True,False
1202,0,0,30,110929,1,True,False,False,True,False
1203,0,0,37,111821,1,True,False,False,True,False
1204,0,0,32,97306,1,True,False,False,False,False
1205,0,1,40,157231,1,True,False,False,True,False
1206,0,0,44,126906,2,True,False,False,False,True
1207,0,0,43,133243,2,True,False,False,True,False
1208,0,0,51,112250,1,True,False,False,True,False
1209,0,0,37,104349,1,True,False,False,False,True
1210,0,0,33,151421,2,True,False,False,True,False
1211,0,1,32,178081,1,True,False,False,False,False
1212,0,0,35,110181,2,True,False,False,False,True
1213,0,1,30,113012,1,True,False,False,True,False
1214,0,1,35,154585,2,True,False,False,False,False
1215,0,0,40,144704,1,True,False,False,False,False
1216,0,0,37,141632,2,True,False,False,False,False
1217,0,0,37,105055,2,True,False,False,True,False
1218,0,0,37,124597,2,True,False,False,True,False
1219,0,0,53,160164,1,True,False,False,False,False
1220,0,0,34,151754,1,True,False,False,False,False
1221,0,0,51,155551,1,True,False,False,True,False
1222,0,1,26,94986,2,True,False,False,True,False
1223,0,0,34,175800,1,True,False,False,False,True
1224,0,0,51,126246,1,True,False,False,False,False
1225,0,0,33,116261,2,True,False,False,True,False
1226,0,1,32,117796,2,True,False,False,False,True
1227,0,0,39,115363,1,True,False,False,True,False
1228,0,0,53,169076,1,True,False,False,True,False
1229,0,0,34,97474,2,True,False,False,False,False
1230,0,0,37,140341,2,True,False,False,True,False
1231,0,1,28,114503,1,True,False,False,True,False
1232,0,1,25,102937,2,True,False,False,True,False
1233,0,0,36,151781,2,True,False,False,False,False
1234,0,1,36,123133,2,True,False,False,True,False
1235,0,0,35,118879,2,True,False,False,True,False
1236,0,1,21,158683,1,True,False,False,True,False
1237,0,1,29,107514,2,True,False,False,True,False
1238,0,0,60,193879,1,False,False,True,True,False
1239,0,0,45,135043,1,True,False,False,True,False
1240,0,1,56,108559,1,False,False,True,False,True
1241,0,1,30,121038,2,True,False,False,True,False
1242,0,0,52,151947,2,True,False,False,False,False
1243,0,1,26,118820,1,True,False,False,True,False
1244,0,0,43,121517,1,True,False,False,True,False
1245,0,0,34,113572,1,True,False,False,True,False
1246,0,1,22,131170,2,True,False,False,True,False
1247,0,0,42,92430,1,True,False,False,False,True
1248,0,0,38,124554,1,True,False,False,False,True
1249,0,1,29,115988,2,True,False,False,True,False
1250,0,0,44,107301,2,True,False,False,True,False
1251,0,1,29,103767,1,True,False,False,False,False
1252,0,0,44,141493,2,True,False,False,True,False
1253,0,0,38,154339,2,True,False,False,True,False
1254,0,1,26,112369,1,True,False,False,False,True
1255,0,0,53,158193,1,True,False,False,True,False
1256,0,0,43,143734,1,True,False,False,True,False
1257,0,0,33,121890,1,True,False,False,True,False
1258,0,0,52,127609,1,True,False,False,False,True
1259,0,1,26,94650,2,True,False,False,False,True
1260,0,0,38,175504,1,True,False,False,False,False
1261,0,0,47,165495,2,True,False,False,True,False
1262,0,1,26,120389,1,True,False,False,True,False
1263,0,1,36,165340,1,True,False,False,True,False
1264,0,0,36,119804,1,True,False,False,True,False
1265,0,0,57,154344,1,False,False,True,False,False
1266,0,1,31,106266,2,True,False,False,False,False
1267,0,0,45,136129,1,True,False,False,True,False
1268,0,0,40,151914,1,True,False,False,False,False
1269,0,1,21,121473,1,True,False,False,True,False
1270,0,0,46,127147,2,True,False,False,True,False
1271,0,0,35,125387,2,True,False,False,True,False
1272,0,1,31,139490,2,True,False,False,False,True
1273,0,0,51,124990,2,True,False,False,True,False
1274,0,1,21,101471,1,True,False,False,False,False
1275,0,0,48,155708,1,True,False,False,True,False
1276,0,0,48,142345,2,True,False,False,True,False
1277,0,0,68,148675,1,False,False,True,False,True
1278,0,1,45,116484,2,False,False,True,True,False
1279,0,0,35,150237,2,True,False,False,False,False
1280,0,1,22,100273,2,True,False,False,True,False
1281,0,0,44,122292,1,True,False,False,False,True
1282,0,0,52,159216,1,True,False,False,True,False
1283,0,0,48,130082,2,True,False,False,True,False
1284,0,0,33,139547,2,True,False,False,True,False
1285,0,1,35,122895,1,True,False,False,True,False
1286,0,1,64,154549,1,False,False,True,True,False
1287,0,0,58,149315,2,True,False,False,False,True
1288,0,1,24,118101,2,True,False,False,False,True
1289,0,0,40,115831,2,True,False,False,False,True
1290,0,0,49,118571,2,True,False,False,False,False
1291,0,0,31,138906,2,True,False,False,True,False
1292,0,0,46,98520,2,True,False,False,True,False
1293,0,0,46,106576,1,True,False,False,True,False
1294,0,0,49,121592,1,True,False,False,True,False
1295,0,0,29,135605,1,True,False,False,False,True
1296,0,0,37,114552,2,True,False,False,True,False
1297,0,0,33,151339,1,True,False,False,False,False
1298,0,0,71,170387,2,False,False,True,True,False
1299,0,0,35,118288,2,True,False,False,True,False
1300,0,0,40,109992,2,True,False,False,True,False
1301,1,0,27,90654,0,True,False,False,False,True
1302,1,0,61,113290,0,False,False,True,False,True
1303,1,1,29,100093,1,True,False,False,True,False
1304,1,0,33,109489,0,True,False,False,True,False
1305,1,0,56,139427,0,False,False,True,False,True
1306,1,1,27,123411,1,True,False,False,True,False
1307,1,1,22,137925,0,True,False,False,True,False
1308,1,1,19,99119,0,True,False,False,True,False
1309,1,1,28,91084,1,True,False,False,True,False
1310,1,1,24,110137,1,True,False,False,True,False
1311,1,1,27,67041,0,True,False,False,False,True
1312,1,1,30,127299,1,True,False,False,True,False
1313,1,0,26,84555,0,True,False,False,False,True
1314,1,1,26,123895,0,True,False,False,True,False
1315,1,1,23,94324,1,True,False,False,True,False
1316,1,1,28,96062,0,True,False,False,True,False
1317,1,1,67,144843,0,False,False,False,True,False
1318,1,1,27,107485,1,True,False,False,True,False
1319,1,1,32,98573,0,True,False,False,True,False
1320,1,0,24,107462,0,True,False,False,False,True
1321,1,1,28,115809,1,True,False,False,True,False
1322,1,0,48,118749,0,False,False,True,False,True
1323,1,1,32,139112,1,True,False,False,True,False
1324,1,1,25,94075,0,True,False,False,True,False
1325,1,1,57,62002,0,False,False,True,False,True
1326,1,1,28,127262,0,True,False,False,True,False
1327,1,1,24,122846,1,True,False,False,True,False
1328,1,1,25,61907,0,True,False,False,False,True
1329,1,0,31,89287,0,True,False,False,False,True
1330,1,0,33,103696,1,True,False,False,True,False
1331,1,1,50,147603,0,False,False,True,True,False
1332,1,1,58,139229,1,False,False,True,False,True
1333,1,1,27,107932,0,True,False,False,False,True
1334,1,1,48,116235,0,False,False,True,False,True
1335,1,1,22,85974,0,True,False,False,False,True
1336,1,1,40,124001,0,True,False,False,False,True
1337,1,1,32,121428,0,True,False,False,True,False
1338,1,0,25,93233,0,True,False,False,False,True
1339,1,1,27,67965,0,True,False,False,False,True
1340,1,1,27,88001,0,True,False,False,False,True
1341,1,1,23,129112,0,True,False,False,True,False
1342,1,1,32,109324,1,True,False,False,True,False
1343,1,1,25,112785,1,True,False,False,True,False
1344,1,1,46,136735,0,False,False,True,False,True
1345,1,1,21,107779,1,True,False,False,True,False
1346,1,1,29,103526,0,True,False,False,True,False
1347,1,1,31,93171,0,True,False,False,False,True
1348,1,0,26,106559,0,True,False,False,False,True
1349,1,1,23,112728,1,True,False,False,True,False
1350,1,0,38,102855,1,True,False,False,True,False
1351,1,0,35,85381,0,True,False,False,False,True
1352,1,1,27,100762,1,True,False,False,True,False
1353,1,1,22,131445,1,True,False,False,True,False
1354,1,1,52,123194,0,False,False,True,True,False
1355,1,1,19,99519,1,True,False,False,True,False
1356,1,1,23,112853,0,True,False,False,True,False
1357,1,0,42,110509,0,True,False,False,True,False
1358,1,1,27,106446,1,True,False,False,True,False
1359,1,1,39,89665,0,False,False,True,False,True
1360,1,1,50,128233,1,False,False,True,True,False
1361,1,1,36,133615,0,True,False,False,True,False
1362,1,1,25,115833,1,True,False,False,True,False
1363,1,1,27,65560,0,True,False,False,False,True
1364,1,1,30,118642,0,True,False,False,True,False
1365,1,0,22,63635,0,True,False,False,False,True
1366,1,1,27,122649,1,True,False,False,True,False
1367,1,0,31,143321,1,True,False,False,False,False
1368,1,1,29,99556,0,True,False,False,True,False
1369,1,0,34,36760,0,True,False,False,False,True
1370,1,0,33,71935,0,True,False,False,False,True
1371,1,1,26,114977,0,True,False,False,True,False
1372,1,1,36,147691,1,True,False,False,True,False
1373,1,1,26,54296,0,True,False,False,False,True
1374,1,1,39,80014,0,True,False,False,False,True
1375,1,1,44,77887,0,False,False,True,False,True
1376,1,1,46,98517,0,False,False,True,False,True
1377,1,1,31,103012,0,True,False,False,False,True
1378,1,0,26,121377,0,True,False,False,True,False
1379,1,1,22,91359,1,True,False,False,True,False
1380,1,0,48,104833,0,False,False,True,False,True
1381,1,1,27,101209,0,True,False,False,True,False
1382,1,0,30,58207,0,True,False,False,False,True
1383,1,1,27,116708,1,True,False,False,True,False
1384,1,1,36,107471,1,True,False,False,True,False
1385,1,1,31,128495,0,True,False,False,True,False
1386,1,0,21,124468,0,True,False,False,True,False
1387,1,1,26,106922,1,True,False,False,True,False
1388,1,0,24,104291,0,True,False,False,True,False
1389,1,1,29,98204,0,True,False,False,True,False
1390,1,1,32,127071,0,True,False,False,True,False
1391,1,1,45,85115,0,False,False,True,False,True
1392,1,1,58,104013,0,False,False,True,False,True
1393,1,1,25,89863,0,True,False,False,True,False
1394,1,1,67,135300,0,False,False,False,True,False
1395,1,1,53,107861,0,False,False,True,False,True
1396,1,1,24,123994,0,True,False,False,True,False
1397,1,0,20,91270,0,True,False,False,False,True
1398,1,1,71,133245,0,False,False,False,False,True
1399,1,1,31,118594,1,True,False,False,True,False
1400,1,1,27,40606,0,True,False,False,False,True
1401,1,1,36,129304,0,True,False,False,False,True
1402,1,1,25,113118,0,True,False,False,True,False
1403,1,0,41,133131,0,True,False,False,True,False
1404,1,1,30,106876,1,True,False,False,True,False
1405,1,1,32,130870,1,True,False,False,True,False
1406,1,1,29,125621,0,True,False,False,False,True
1407,1,0,27,78923,0,True,False,False,False,True
1408,1,1,32,123983,0,True,False,False,True,False
1409,1,1,25,75184,0,True,False,False,False,True
1410,1,0,24,109693,0,True,False,False,True,False
1411,1,1,63,86273,0,False,False,True,False,True
1412,1,0,42,113190,0,False,False,True,False,True
1413,1,1,22,109274,0,True,False,False,False,True
1414,1,1,46,143489,1,False,False,True,True,False
1415,1,1,24,99570,1,True,False,False,True,False
1416,1,0,30,139468,1,True,False,False,True,False
1417,1,1,44,108627,0,False,False,True,False,True
1418,1,0,25,106355,0,True,False,False,True,False
1419,1,1,27,96952,0,True,False,False,True,False
1420,1,1,27,141502,1,True,False,False,True,False
1421,1,1,34,110420,1,True,False,False,True,False
1422,1,1,18,97741,1,True,False,False,True,False
1423,1,1,25,99583,1,True,False,False,True,False
1424,1,1,21,63698,0,True,False,False,False,True
1425,1,1,26,116688,1,True,False,False,True,False
1426,1,1,27,131542,1,True,False,False,False,False
1427,1,0,25,136055,1,True,False,False,True,False
1428,1,1,30,100195,1,True,False,False,True,False
1429,1,0,66,131001,0,False,False,False,True,False
1430,1,1,25,104062,1,True,False,False,True,False
1431,1,1,43,137689,0,False,False,True,True,False
1432,1,1,35,137705,1,True,False,False,True,False
1433,1,0,70,69915,0,False,False,False,False,True
1434,1,0,35,68731,0,True,False,False,False,True
1435,1,1,26,105726,0,True,False,False,True,False
1436,1,0,29,78078,0,True,False,False,False,True
1437,1,1,22,110835,0,True,False,False,False,True
1438,1,0,26,115531,1,True,False,False,True,False
1439,1,1,36,92723,0,True,False,False,False,True
1440,1,1,35,107509,1,True,False,False,True,False
1441,1,1,28,116763,1,True,False,False,True,False
1442,1,1,24,100733,0,True,False,False,True,False
1443,1,1,34,92652,0,True,False,False,False,True
1444,1,1,25,106987,0,True,False,False,True,False
1445,1,1,54,51882,0,False,False,True,False,True
1446,1,0,46,104751,0,False,False,True,False,True
1447,1,1,42,50947,0,True,False,False,False,True
1448,1,0,45,126986,0,False,False,True,False,True
1449,1,0,48,110223,0,False,False,True,False,True
1450,1,0,21,100591,0,True,False,False,False,True
1451,1,1,31,123257,0,True,False,False,True,False
1452,1,0,35,137736,1,True,False,False,True,False
1453,1,1,36,110221,1,True,False,False,True,False
1454,1,1,32,99703,0,True,False,False,False,True
1455,1,1,26,106667,0,True,False,False,False,True
1456,1,1,34,143319,0,True,False,False,True,False
1457,1,1,65,135557,1,False,False,True,True,False
1458,1,1,50,93390,0,False,False,True,False,True
1459,1,1,39,97577,0,True,False,False,True,False
1460,1,0,52,124196,0,False,False,True,False,True
1461,1,1,36,81136,0,True,False,False,False,True
1462,1,1,29,119439,0,True,False,False,True,False
1463,1,1,36,145231,1,True,False,False,True,False
1464,1,1,36,85623,0,True,False,False,False,True
1465,1,1,27,145373,1,True,False,False,True,False
1466,1,1,36,135896,1,True,False,False,False,False
1467,1,1,26,106470,1,True,False,False,True,False
1468,1,0,57,113334,1,False,False,True,True,False
1469,1,0,27,100560,0,True,False,False,False,True
1470,1,1,58,108442,0,False,False,True,False,True
1471,1,1,27,64472,0,True,False,False,False,True
1472,1,1,49,120207,0,False,False,True,True,False
1473,1,1,43,101680,0,False,False,True,True,False
1474,1,0,45,92342,0,False,False,True,False,True
1475,1,1,27,98611,0,True,False,False,False,True
1476,1,1,34,97613,1,True,False,False,True,False
1477,1,1,21,82298,0,True,False,False,False,True
1478,1,1,54,125302,1,False,False,True,True,False
1479,1,1,43,108725,0,False,False,True,False,True
1480,1,0,25,85569,0,True,False,False,False,True
1481,1,0,57,110372,0,False,False,True,False,True
1482,1,1,26,100511,1,True,False,False,True,False
1483,1,0,30,110455,0,True,False,False,True,False
1484,1,0,58,141993,0,False,False,True,False,True
1485,1,1,25,121789,1,True,False,False,True,False
1486,1,1,23,138967,0,True,False,False,True,False
1487,1,0,22,105230,0,True,False,False,True,False
1488,1,1,21,90656,1,True,False,False,True,False
1489,1,1,20,115445,1,True,False,False,True,False
1490,1,1,22,59955,0,True,False,False,False,True
1491,1,0,27,126268,1,True,False,False,True,False
1492,1,0,24,80830,0,True,False,False,False,True
1493,1,1,23,123625,0,True,False,False,True,False
1494,1,1,26,102543,1,True,False,False,True,False
1495,1,0,28,101948,0,True,False,False,True,False
1496,1,1,64,142280,0,False,False,False,True,False
1497,1,1,26,105434,1,True,False,False,True,False
1498,1,1,31,106115,0,True,False,False,True,False
1499,1,0,28,111057,0,True,False,False,False,True
1500,1,1,25,117758,1,True,False,False,True,False
1501,1,0,49,118396,0,False,False,True,False,True
1502,1,1,33,136260,1,True,False,False,True,False
1503,1,0,27,97192,0,True,False,False,True,False
1504,1,1,59,62101,0,False,False,True,False,True
1505,1,1,28,123497,0,True,False,False,True,False
1506,1,1,24,120326,1,True,False,False,True,False
1507,1,1,26,66645,0,True,False,False,False,True
1508,1,0,33,83429,0,True,False,False,False,True
1509,1,0,37,107539,1,True,False,False,True,False
1510,1,1,46,153880,0,False,False,True,True,False
1511,1,1,62,140178,1,False,False,True,False,True
1512,1,0,26,100402,0,True,False,False,False,True
1513,1,1,49,122158,0,False,False,True,False,True
1514,1,1,25,89331,0,True,False,False,False,True
1515,1,1,37,125359,0,True,False,False,False,True
1516,1,0,31,124110,0,True,False,False,True,False
1517,1,0,25,93526,0,True,False,False,False,True
1518,1,1,21,70170,0,True,False,False,False,True
1519,1,1,27,82357,0,True,False,False,False,True
1520,1,1,29,126745,0,True,False,False,True,False
1521,1,1,30,103326,1,True,False,False,True,False
1522,1,1,26,116048,1,True,False,False,True,False
1523,1,1,40,137115,0,False,False,True,False,True
1524,1,1,23,105365,1,True,False,False,True,False
1525,1,1,31,95911,0,True,False,False,True,False
1526,1,1,29,88669,0,True,False,False,False,True
1527,1,0,22,103776,0,True,False,False,False,True
1528,1,1,26,108864,1,True,False,False,True,False
1529,1,0,39,106037,1,True,False,False,True,False
1530,1,0,35,84851,0,True,False,False,False,True
1531,1,1,26,95748,1,True,False,False,True,False
1532,1,1,28,133616,1,True,False,False,True,False
1533,1,1,56,132752,0,False,False,True,True,False
1534,1,1,22,95712,1,True,False,False,True,False
1535,1,1,26,109063,0,True,False,False,True,False
1536,1,0,41,113521,0,True,False,False,True,False
1537,1,1,29,109380,1,True,False,False,True,False
1538,1,1,42,82558,0,False,False,True,False,True
1539,1,1,50,124777,1,False,False,True,True,False
1540,1,1,33,133542,0,True,False,False,True,False
1541,1,1,28,116492,1,True,False,False,True,False
1542,1,1,27,68834,0,True,False,False,False,True
1543,1,1,27,124023,0,True,False,False,True,False
1544,1,0,28,63882,0,True,False,False,False,True
1545,1,1,24,122492,1,True,False,False,True,False
1546,1,0,28,141453,1,True,False,False,False,False
1547,1,1,32,99327,0,True,False,False,True,False
1548,1,0,32,45590,0,True,False,False,False,True
1549,1,0,30,71167,0,True,False,False,False,True
1550,1,1,29,111992,0,True,False,False,True,False
1551,1,1,37,145140,1,True,False,False,True,False
1552,1,1,24,49672,0,True,False,False,False,True
1553,1,1,36,75536,0,True,False,False,False,True
1554,1,1,40,86720,0,False,False,True,False,True
1555,1,1,51,97729,0,False,False,True,False,True
1556,1,1,33,106808,0,True,False,False,False,True
1557,1,0,31,117971,0,True,False,False,True,False
1558,1,1,29,97731,1,True,False,False,True,False
1559,1,0,48,109196,0,False,False,True,False,True
1560,1,1,25,94905,0,True,False,False,True,False
1561,1,0,28,57480,0,True,False,False,False,True
1562,1,1,23,109175,1,True,False,False,True,False
1563,1,1,32,111174,1,True,False,False,True,False
1564,1,1,34,127255,0,True,False,False,True,False
1565,1,0,23,115499,0,True,False,False,True,False
1566,1,1,25,109499,1,True,False,False,True,False
1567,1,0,25,104696,0,True,False,False,True,False
1568,1,1,27,104467,0,True,False,False,True,False
1569,1,1,29,120157,0,True,False,False,True,False
1570,1,1,46,81200,0,False,False,True,False,True
1571,1,1,61,97558,0,False,False,True,False,True
1572,1,1,25,95914,0,True,False,False,True,False
1573,1,1,67,128053,0,False,False,False,True,False
1574,1,1,49,101734,0,False,False,True,False,True
1575,1,1,21,126009,0,True,False,False,True,False
1576,1,0,19,91232,0,True,False,False,False,True
1577,1,1,67,128343,0,False,False,False,False,True
1578,1,1,31,110040,1,True,False,False,True,False
1579,1,1,27,38247,0,True,False,False,False,True
1580,1,1,37,129027,0,True,False,False,False,True
1581,1,1,27,115026,0,True,False,False,True,False
1582,1,0,36,130323,0,True,False,False,True,False
1583,1,1,24,103181,1,True,False,False,True,False
1584,1,1,31,138307,1,True,False,False,True,False
1585,1,1,29,122564,0,True,False,False,False,True
1586,1,0,28,82351,0,True,False,False,False,True
1587,1,1,34,125351,0,True,False,False,True,False
1588,1,1,26,82940,0,True,False,False,False,True
1589,1,0,21,108029,0,True,False,False,True,False
1590,1,1,63,82734,0,False,False,True,False,True
1591,1,0,38,116816,0,False,False,True,False,True
1592,1,1,20,113472,0,True,False,False,False,True
1593,1,1,44,143343,1,False,False,True,True,False
1594,1,1,31,104074,1,True,False,False,True,False
1595,1,0,33,138525,1,True,False,False,True,False
1596,1,1,49,106960,0,False,False,True,False,True
1597,1,0,26,108323,0,True,False,False,True,False
1598,1,1,28,95784,0,True,False,False,True,False
1599,1,1,30,140673,1,True,False,False,True,False
1600,1,1,36,104235,1,True,False,False,True,False
1601,1,1,27,54041,0,True,False,False,False,True
1602,0,0,23,107961,0,False,True,False,False,True
1603,0,0,31,113757,0,False,True,False,True,False
1604,1,1,27,94884,0,True,False,False,True,False
1605,1,1,25,126041,0,True,False,False,True,False
1606,1,1,23,64952,0,True,False,False,False,True
1607,0,1,27,66764,0,True,False,False,False,True
1608,1,0,38,67861,0,True,False,False,False,True
1609,0,0,44,113516,0,True,False,False,False,True
1610,1,1,42,46109,0,True,False,False,False,True
1611,1,1,25,103651,0,True,False,False,False,True
1612,0,1,40,75043,0,True,False,False,False,True
1613,1,1,24,116473,0,True,False,False,False,True
1614,1,0,39,96614,0,True,False,False,False,True
1615,0,0,24,66447,0,False,True,False,False,True
1616,1,0,50,119068,0,True,False,False,True,False
1617,1,1,28,122973,0,True,False,False,False,True
1618,1,1,36,81609,0,True,False,False,False,True
1619,0,0,36,105519,0,True,False,False,True,False
1620,1,1,40,86649,0,True,False,False,False,True
1621,1,0,31,76384,0,False,True,False,False,True
1622,0,1,27,67136,0,True,False,False,False,True
1623,1,1,35,93155,0,True,False,False,False,True
1624,0,0,51,124183,0,True,False,False,False,True
1625,1,0,26,64860,0,False,True,False,False,True
1626,0,0,33,87232,0,True,False,False,False,True
1627,1,1,27,92304,0,True,False,False,False,True
1628,0,0,38,84254,0,True,False,False,False,True
1629,1,0,30,106696,0,False,True,False,True,False
1630,0,0,28,113212,0,False,True,False,True,False
1631,0,0,23,71076,0,False,True,False,False,True
1632,1,1,23,114270,0,True,False,False,False,True
1633,1,1,26,125538,0,True,False,False,True,False
1634,1,1,21,92442,0,True,False,False,False,True
1635,1,0,36,75297,0,True,False,False,False,True
1636,1,1,24,65707,0,True,False,False,False,True
1637,0,0,41,120387,0,True,False,False,True,False
1638,0,0,42,120946,0,True,False,False,True,False
1639,0,0,27,73265,0,False,True,False,False,True
1640,0,1,40,77481,0,True,False,False,False,True
1641,1,1,34,91282,0,True,False,False,False,True
1642,0,0,40,104405,0,True,False,False,False,True
1643,0,0,33,99646,0,True,False,False,True,False
1644,1,0,49,97791,0,True,False,False,False,True
1645,0,0,28,81878,0,False,True,False,False,True
1646,1,1,26,107908,0,True,False,False,True,False
1647,1,0,40,98608,0,True,False,False,False,True
1648,0,0,47,95228,0,True,False,False,False,True
1649,1,1,41,128163,0,True,False,False,True,False
1650,1,1,29,94325,0,True,False,False,False,True
1651,1,1,37,90815,0,True,False,False,False,True
1652,0,0,31,120719,0,False,True,False,True,False
1653,0,0,35,110159,0,True,False,False,True,False
1654,0,0,35,124490,0,True,False,False,True,False
1655,1,1,29,75161,0,True,False,False,False,True
1656,1,0,37,127206,0,True,False,False,True,False
1657,0,0,37,83660,0,True,False,False,False,True
1658,1,1,26,87400,0,True,False,False,False,True
1659,1,1,28,78942,0,True,False,False,False,True
1660,1,1,23,88452,0,True,False,False,False,True
1661,0,0,38,104128,0,True,False,False,True,False
1662,1,1,30,100313,0,True,False,False,True,False
1663,1,0,45,107387,0,True,False,False,True,False
1664,0,0,24,84355,0,False,True,False,False,True
1665,1,0,35,112723,0,True,False,False,True,False
1666,1,1,41,115892,0,True,False,False,True,False
1667,0,1,30,106597,0,True,False,False,True,False
1668,1,1,30,121327,0,True,False,False,True,False
1669,1,1,26,92559,0,True,False,False,False,True
1670,1,1,25,87537,0,True,False,False,False,True
1671,1,1,23,70569,0,True,False,False,False,True
1672,1,1,27,85294,0,True,False,False,False,True
1673,1,0,26,70905,0,False,True,False,False,True
1674,0,0,25,103716,0,False,True,False,False,True
1675,0,1,27,94947,0,True,False,False,True,False
1676,1,0,42,80116,0,True,False,False,False,True
1677,0,0,35,86492,0,True,False,False,False,True
1678,1,1,25,88672,0,True,False,False,False,True
1679,1,1,26,82984,0,True,False,False,False,True
1680,0,0,38,128100,0,True,False,False,True,False
1681,1,0,28,72869,0,False,True,False,False,True
1682,0,1,33,112227,0,True,False,False,True,False
1683,1,0,40,94674,0,True,False,False,False,True
1684,1,1,23,101003,0,True,False,False,True,False
1685,1,0,25,112924,0,False,True,False,True,False
1686,1,0,28,108645,0,False,True,False,False,True
1687,0,0,41,69415,0,True,False,False,False,True
1688,1,0,50,112204,0,True,False,False,False,True
1689,1,1,23,109700,0,True,False,False,True,False
1690,1,1,26,104484,0,True,False,False,True,False
1691,1,1,22,61239,0,True,False,False,False,True
1692,0,0,37,119602,0,True,False,False,False,True
1693,1,0,38,81014,0,True,False,False,False,True
1694,1,1,22,68165,0,True,False,False,False,True
1695,1,0,30,88652,0,False,True,False,False,True
1696,0,0,38,75705,0,True,False,False,False,True
1697,1,1,36,104189,0,True,False,False,True,False
1698,0,0,41,71603,0,True,False,False,False,True
1699,1,1,29,121914,0,True,False,False,True,False
1700,1,1,31,106637,0,True,False,False,True,False
1701,1,0,31,99800,0,False,True,False,True,False
1702,1,0,21,67629,0,False,True,False,False,True
1703,0,0,32,120354,0,False,True,False,True,False
1704,1,1,35,122110,0,True,False,False,True,False
1705,0,0,29,89170,0,False,True,False,False,True
1706,1,0,34,109195,0,True,False,False,True,False
1707,1,0,38,92392,0,True,False,False,False,True
1708,1,1,33,43805,0,True,False,False,False,True
1709,1,1,28,68389,0,True,False,False,False,True
1710,1,1,28,112521,0,True,False,False,True,False
1711,0,0,21,59255,0,False,True,False,False,True
1712,1,1,29,98612,0,True,False,False,False,True
1713,1,1,26,70649,0,True,False,False,False,True
1714,1,0,40,95228,0,True,False,False,False,True
1715,1,0,25,46865,0,False,True,False,False,True
1716,0,1,20,101688,0,True,False,False,True,False
1717,1,1,23,62618,0,True,False,False,False,True
1718,1,0,27,102531,0,False,True,False,True,False
1719,1,0,36,100737,0,True,False,False,True,False
1720,1,1,25,107321,0,True,False,False,True,False
1721,1,1,25,112879,0,True,False,False,False,True
1722,1,1,34,125372,0,True,False,False,False,True
1723,1,0,24,69419,0,False,True,False,False,True
1724,1,0,36,124759,0,True,False,False,True,False
1725,1,0,40,79076,0,True,False,False,False,True
1726,0,0,39,84779,0,True,False,False,False,True
1727,1,0,42,77393,0,True,False,False,False,True
1728,0,0,35,113187,0,True,False,False,False,True
1729,1,1,27,99100,0,True,False,False,True,False
1730,0,0,27,64954,0,False,True,False,False,True
1731,1,1,23,103244,0,True,False,False,True,False
1732,1,1,32,124975,0,True,False,False,True,False
1733,0,1,28,133582,0,True,False,False,True,False
1734,0,0,22,103519,0,False,True,False,True,False
1735,0,0,31,117813,0,False,True,False,True,False
1736,1,1,22,119902,0,True,False,False,True,False
1737,0,0,23,70783,0,False,True,False,False,True
1738,1,1,35,125470,0,True,False,False,False,True
1739,1,1,26,109782,0,True,False,False,False,True
1740,1,1,28,78322,0,True,False,False,False,True
1741,0,0,54,125517,0,True,False,False,True,False
1742,1,0,49,102463,0,True,False,False,False,True
1743,1,0,38,89309,0,True,False,False,False,True
1744,1,0,47,110287,0,True,False,False,True,False
1745,1,0,49,122391,0,True,False,False,False,True
1746,1,1,30,116399,0,True,False,False,True,False
1747,1,0,32,81907,0,False,True,False,False,True
1748,1,1,24,97909,0,True,False,False,False,True
1749,1,0,25,68051,0,False,True,False,False,True
1750,0,0,33,82414,0,True,False,False,False,True
1751,1,1,34,123089,0,True,False,False,True,False
1752,1,1,24,66537,0,True,False,False,False,True
1753,1,0,36,127926,0,True,False,False,False,True
1754,1,0,41,78963,0,True,False,False,False,True
1755,0,1,33,108694,0,True,False,False,True,False
1756,1,1,26,100892,0,True,False,False,True,False
1757,1,0,36,119560,0,True,False,False,True,False
1758,1,0,35,116176,0,True,False,False,False,True
1759,0,0,29,111854,0,False,True,False,True,False
1760,1,1,26,69831,0,True,False,False,False,True
1761,0,0,31,69375,0,False,True,False,False,True
1762,0,1,26,71310,0,True,False,False,False,True
1763,0,0,47,73913,0,True,False,False,False,True
1764,0,1,20,95492,0,True,False,False,True,False
1765,0,0,45,109329,0,True,False,False,False,True
1766,0,0,36,116027,0,True,False,False,True,False
1767,0,1,31,81987,0,True,False,False,False,True
1768,1,0,41,83481,0,True,False,False,False,True
1769,1,0,31,72361,0,False,True,False,False,True
1770,1,1,27,106625,0,True,False,False,False,True
1771,1,1,32,123707,0,True,False,False,True,False
1772,1,0,43,79353,0,True,False,False,False,True
1773,1,0,32,68347,0,False,True,False,False,True
1774,1,1,29,115832,0,True,False,False,True,False
1775,0,0,37,89946,0,True,False,False,False,True
1776,1,0,35,86319,0,True,False,False,False,True
1777,1,1,23,70963,0,True,False,False,False,True
1778,0,0,40,106120,0,True,False,False,True,False
